term,estimate,std.error,statistic,p.value
diag_3693,0.22034424176564285,0.8126006783325395,0.2711593131054115,0.7862685044473836
diag_3694,-15.435153688560305,1170.299483547101,-0.01318906306083069,0.9894769552962247
diag_3695,1.8043259901558126,0.7476089729303741,2.413462191449449,0.015801767233163573
diag_3696,0.161796735216274,0.7598293949418554,0.21293824152282922,0.8313751339133286
diag_3697,-14.610945359058158,3956.1803475703314,-0.0036931949697468665,0.9970532634523674
diag_3698,-0.17728233390221956,1.1396631424348673,-0.15555678454552757,0.8763823911018411
diag_37,-15.589206436490976,3956.180336980924,-0.003940469116326368,0.9968559686661495
diag_370,0.40040084594567904,0.2224533862769674,1.7999314492212617,0.07187146308334265
diag_3701,-14.216495733544667,1521.5664947066675,-0.009343328591291942,0.9925452108350934
diag_3702,-13.923875785877899,2559.5973221795757,-0.005439869648723218,0.9956596334013338
diag_3703,-15.414972042548165,2240.7701972977243,-0.006879318575879838,0.994511141212891
diag_3704,-15.112896880425057,1360.208934358837,-0.011110717257234335,0.9911351126335407
diag_3705,0.30319051468499475,1.259067000730353,0.24080570335742385,0.8097057090415385
diag_3706,-14.779005512955278,2795.4648166971606,-0.005286779295049995,0.9957817800740159
diag_3707,0.3149954205878475,0.15571016558687742,2.0229598973234535,0.04307728227175686
diag_3708,0.8700710189718727,1.1009296980747858,0.7903057029830156,0.4293492570337315
diag_3709,-0.4527394596141927,1.0653698929256268,-0.4249598778982938,0.6708659233494348
diag_3710,0.30565850443883025,0.34063807452104194,0.8973116257441417,0.3695526546187634
diag_3711,0.8522047326226766,0.5303876153444584,1.6067583555268634,0.10810738686875122
diag_3712,2.255309675027131,1.3630265964257577,1.6546336520073728,0.09799883298731715
diag_3713,0.1820170056212703,0.8069275079759703,0.22556797707618936,0.8215374495365343
diag_3714,0.16602802319371085,0.4230789203357615,0.3924280204316221,0.6947419857435588
diag_3715,0.09849118346229778,0.27378481981917546,0.3597393877693712,0.7190420340583339
diag_3716,0.4264807503577796,0.4045760550355893,1.0541423424583627,0.2918177528540284
diag_3717,-15.005948631353021,1408.6606714236955,-0.01065263546840341,0.9915005873785049
diag_3718,-14.664627515987693,1251.1757905419595,-0.011720677163706597,0.9906484667594276
diag_3719,0.7337664975472412,0.3213618114782912,2.283303340156859,0.022412506411609218
diag_3720,-14.769293220418655,2213.943550031991,-0.006671034236715404,0.9946773242568717
diag_3721,0.30834383184364417,0.5060071438292125,0.6093665585632845,0.5422814988226876
diag_3722,0.0834301563398368,0.36298902418076234,0.22984209103328151,0.8182144762386534
diag_3723,1.1738484813351235,0.4991872475391605,2.3515193689779443,0.01869691618151822
diag_3724,-0.01312260884700883,0.3348932377394355,-0.03918445453120468,0.9687433276050257
diag_3725,-0.6807525312587713,1.0588866088836506,-0.6428946457038175,0.5202924639221884
diag_3726,-0.047595561650921193,0.766770209690084,-0.06207278406154895,0.9505048703644721
diag_3727,1.0492236599591935,0.532271457541652,1.9712190933647582,0.048698820896620566
diag_3728,0.0052148494985690295,0.3654814478974452,0.014268438325855398,0.9886158196353918
diag_3729,0.4446062814344649,0.2900648751252371,1.5327822137806368,0.12532952441773554
diag_3730,0.07715494004571845,0.3044319365460154,0.2534390475621349,0.7999289567423165
diag_3731,-0.08945904599879831,0.3672372527227572,-0.2436001395161691,0.8075405202319141
diag_3732,-14.40797913944787,3956.180337066785,-0.003641891398239525,0.9970941975046824
diag_3733,0.5356632323965627,0.24459144973518648,2.190032533747655,0.028521877436406065
diag_3734,-15.365881142653373,2782.5279690249567,-0.005522273743051657,0.9955938854343532
diag_3735,-14.138208426676226,2509.4828344067528,-0.0056339131843547875,0.9955048114335923
diag_3736,-15.401255040892867,825.7072229108666,-0.018652198519711147,0.9851185616676795
diag_3737,-0.7687445454572048,1.0799750511031232,-0.7118169486156027,0.47657813603427496
diag_3738,-14.883562966552208,813.7713163952991,-0.01828961363799451,0.9854078131983842
diag_3741,-0.014455544922881775,1.0886476928653457,-0.013278441701221494,0.9894056477034163
diag_3742,-14.238607434606093,1630.0309957493018,-0.00873517587808863,0.9930304266646596
diag_3744,19.783467050120976,3956.1803336855833,0.005000648449129383,0.9960100764374377
diag_3745,-0.4044527093843896,1.0473600631431845,-0.38616395986171653,0.699375243336056
diag_3746,-14.932884148777584,1311.3278403956165,-0.01138760551615564,0.9909142017452608
diag_3747,-14.983676907441177,1296.020008148704,-0.011561300607422387,0.9907756222370282
diag_375,2.9337593735649343,5594.883974473201,5.243646493743722e-4,0.9995816175612063
diag_3750,20.728375245796915,3956.180355233345,0.005239491980788198,0.995819509369418
diag_3751,1.442505249247845,1.151257291637444,1.252982508537389,0.21021207242099518
diag_3752,-14.070945690892836,1598.1625743771158,-0.008804452010382605,0.9929751544338056
diag_3753,-0.29341202328187416,1.0576995054021137,-0.2774058433262909,0.7814684953056463
diag_3754,-15.274040310593088,3956.1804204142736,-0.0038608047883199573,0.9969195311199435
diag_3755,20.948100271199383,3956.180330597261,0.005295031702469656,0.9957751956977073
diag_3756,1.8476368419610731,0.9016664496173825,2.0491356229846507,0.04044885497626039
diag_3757,-14.588824933112067,3956.180343700025,-0.0036876036140121565,0.9970577246784031
diag_3758,-15.059533454230627,1536.3255727107667,-0.00980230604874907,0.9921790165904367
diag_3759,-15.315780692189461,2280.158829183786,-0.006716979754288413,0.994640665859101
diag_378,-14.435906111982282,2125.7395477782916,-0.006791004159973367,0.9945816042757999
diag_3780,0.2514120265539649,0.15849244880729543,1.586271323624046,0.11267777445684019
diag_3781,0.38196096814720987,0.29056094158024104,1.3145640500401803,0.1886564588607779
diag_3782,0.19314804289738738,0.34158061568864306,0.5654537582818966,0.5717651683069417
diag_3783,0.3354623616244098,0.437448224401422,0.7668618659578204,0.44316364867175223
diag_3784,0.4055316206918536,0.23515679124604716,1.7245158795670985,0.08461475478990714
diag_3785,0.7047227799463445,0.19208014586065908,3.6688996501365234,2.4359666562128704e-4
diag_3786,0.2814029062168136,0.19188104379198961,1.4665487567488478,0.14249884855151032
diag_3787,-0.10120744995091945,0.2350639996973538,-0.4305527434282774,0.6667936083860306
diag_3788,0.29601327644112946,0.22000085621433557,1.3455096563476048,0.17846070504157785
diag_3789,0.5635650840883707,0.21320358483860175,2.643318987881924,0.008209764967902752
diag_379,0.4654922119921096,0.5088688696178094,0.9147586731759043,0.3603183347630868
